Hard,2,3,4,5,6,7,8,9,10,ace
4,-0.1149133276,-0.0826133143,-0.04936742011,-0.01237992652,0.01113041728,-0.08827920106,-0.1593341527,-0.2406661792,-0.2891979145,-0.2530769944
5,-0.1282155671,-0.09531022726,-0.0614794642,-0.02397897039,-0.001186337838,-0.1194474419,-0.1880933039,-0.2666150534,-0.3134116434,-0.2785745976
6,-0.1407591175,-0.107291078,-0.07291714193,-0.03491597333,-0.01300583553,-0.1519327072,-0.2172418813,-0.2926407002,-0.3377494404,-0.304146631
7,-0.1091834279,-0.0765829819,-0.043021794,-0.007271360903,0.02918534235,-0.06880779958,-0.2106047687,-0.2853654405,-0.3190547914,-0.3100716503
8,-0.02179818801,0.008005262531,0.03878447328,0.07080463598,0.1149601501,0.08220743936,-0.05989827566,-0.210186332,-0.2493750806,-0.1970288106
9,0.07444603758,0.1012647017,0.1289808812,0.1580318563,0.1960188393,0.1718678599,0.09837621744,-0.05217805346,-0.1529529849,-0.06568077878
10,0.182499994,0.2060879758,0.2304701219,0.2562585545,0.2877950843,0.2569087443,0.1979537083,0.1165295911,0.02530852304,0.08144970795
11,0.2383507495,0.2603252673,0.2830202752,0.307349509,0.3336900475,0.2921469911,0.2299821453,0.1582571185,0.1194822308,0.1430012822
12,-0.253389986,-0.2336908998,-0.2135365532,-0.1932711694,-0.1705261999,-0.2128477145,-0.271574805,-0.3400132806,-0.3810429928,-0.3505403404
13,-0.3077912377,-0.2912101129,-0.2742240064,-0.2573332724,-0.2356262756,-0.2690728778,-0.3236051761,-0.3871551891,-0.4252542076,-0.3969303161
14,-0.3621924895,-0.3487293261,-0.3349114596,-0.3213953755,-0.3007263513,-0.3212819579,-0.3719190921,-0.4309298185,-0.4663074785,-0.4400067221
15,-0.4165937412,-0.4062485392,-0.3955989127,-0.3854574785,-0.365826427,-0.3697618181,-0.4167820141,-0.4715776886,-0.5044283729,-0.480006242
16,-0.470994993,-0.4637677523,-0.4562863659,-0.4495195815,-0.4309265027,-0.4147788311,-0.4584404416,-0.5093221394,-0.5398263463,-0.5171486533
17,-0.5361507939,-0.5316741953,-0.527011491,-0.5229856295,-0.508752592,-0.4834858319,-0.5059826746,-0.5536948902,-0.5844632206,-0.5572999244
18,-0.6224386326,-0.6200049701,-0.6174618323,-0.6152595676,-0.6074790471,-0.5911438447,-0.5910558553,-0.6165284782,-0.647670818,-0.6265153955
19,-0.7290774546,-0.7280328883,-0.7269371342,-0.7259912679,-0.7225542066,-0.715449729,-0.7136599836,-0.7155743825,-0.7294491385,-0.7247950666
20,-0.855230268,-0.8549768956,-0.8547102082,-0.8544804749,-0.8536279428,-0.8518518234,-0.851491919,-0.8508326034,-0.8490289513,-0.8521389376
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
,,,,,,,,,,
Soft,2,3,4,5,6,7,8,9,10,ace
12,0.08183621605,0.1035070465,0.1265956281,0.1564823846,0.1859536133,0.1654729308,0.09511502093,0.00006579084123,-0.07000239736,-0.0204778777
13,0.0466361327,0.07411881339,0.1024771469,0.1333627385,0.1616927112,0.1223856952,0.0540570702,-0.03769468813,-0.1048513584,-0.05730804667
14,0.02239185699,0.05080673892,0.08008141431,0.1118944957,0.1391647307,0.07950748849,0.01327721946,-0.07516318944,-0.1394667822,-0.09387432477
15,-0.0001206847405,0.02915981262,0.05928537693,0.09195969878,0.1182458917,0.03702828228,-0.0270547805,-0.1121887687,-0.1737042303,-0.1300265017
16,-0.02102518777,0.009059095347,0.03997477079,0.07344881595,0.09882125545,-0.004890157173,-0.06679484792,-0.1486435346,-0.20744109,-0.1656371721
17,-0.0004910435829,0.02897528297,0.05932627534,0.09118907769,0.1280521436,0.05382346372,-0.07291539873,-0.1497868922,-0.1968669762,-0.1795693698
18,0.06290506947,0.09024827857,0.1185019239,0.1476127478,0.190753241,0.1706764999,0.03967744427,-0.1007443076,-0.1438081232,-0.09293549177
19,0.1239580196,0.1493397087,0.1755768056,0.2029860345,0.2397993544,0.2206201142,0.1522702873,0.007892641744,-0.08809595391,-0.005742891912
20,0.182499994,0.2060879758,0.2304701219,0.2562585545,0.2877950843,0.2569087443,0.1979537083,0.1165295911,0.02530852304,0.08144970795
21,0.2383507495,0.2603252673,0.2830202752,0.307349509,0.3336900475,0.2921469911,0.2299821453,0.1582571185,0.1194822308,0.1430012822
